order;psychopy_order;image;correctAns;respModal;keyResp_keys;keyResp_rt;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion
366;365;REPSWITCH1/PICTURE_8.png;pierna;speak;None;;;gold;switch;2;T;4;Stim3_Set4;1,94E+16;1,17E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.47.954.wav;1,94E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
368;367;REPSWITCH1/PICTURE_687.png;camisa;speak;None;;;gold;nontarget;2;NT;4;Stim5_Set4;1,95E+16;1,32E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.57.236.wav;1,95E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
369;368;REPSWITCH1/PICTURE_687.png;camisa;speak;None;;;gold;repeat;2;T;4;Stim5_Set4;1,95E+15;1,30E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.01.952.wav;1,95E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
370;369;REPSWITCH1/PICTURE_319.png;vaca;speak;None;;;gold;nontarget;2;NT;4;Stim1_Set4;1,96E+16;1,35E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.06.651.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
372;371;REPSWITCH1/PICTURE_242.png;cartero;speak;None;;;gold;filler;2;F;4;Stim3_Set3;1,97E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.15.826.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
374;373;REPSWITCH1/PICTURE_498.png;taza;speak;None;;;gold;switch;2;T;4;Stim4_Set4;1,97E+15;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.25.041.wav;1,98E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
375;374;REPSWITCH1/PICTURE_48.png;bombero;speak;None;;;gold;nontarget;2;NT;4;Stim7_Set4;1,98E+16;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.29.681.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
376;375;REPSWITCH1/PICTURE_48.png;bombero;speak;None;;;gold;repeat;2;T;4;Stim7_Set4;1,98E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.34.341.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
379;378;REPSWITCH1/PICTURE_728.png;pulpo;speak;None;;;gold;nontarget;2;NT;4;Stim8_Set4;2,00E+16;1,35E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h00.48.343.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
383;382;REPSWITCH1/PICTURE_464.png;goma;speak;None;;;gold;filler;2;F;4;Stim6_Set3;2,02E+16;1,19E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_17h01.06.772.wav;2,02E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
