order;psychopy_order;image;correctAns;respModal;keyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;correct;incorrect_correct;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion;str_sub(keyResp_rt, start = 1, end = -1)
222;221;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];9,14944E+15;9,78944E+15;1.1069555999711156;1.1709550004452467;1.3646039003506303;1.490978599525988;NA;NA;NA;NA;NA;NA;NA;NA;9,14944E+15;;;manzana;darkblue;repeat;1;T;2;Stim6_Set2;1,22E+16;1,52E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.53.437.wav;1,23E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9149444997310638, 0.9789436003193259, 1.1069555999711156, 1.1709550004452467, 1.3646039003506303, 1.490978599525988, 1.586944899521768]
223;222;REPSWITCH1/PICTURE_517.png;cuerda;type;['c', 'u', 'e', 'r', 'd', 'a'];9,69862E+15;1,05021E+15;1.1620274996384978;1.3209636993706226;1.4976532999426126;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,69862E+15;;;cuerda;darkblue;nontarget;1;NT;2;Stim4_Set2;1,23E+16;1,43E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.57.998.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9698618995025754, 1.050208699889481, 1.1620274996384978, 1.3209636993706226, 1.4976532999426126, 1.6732698995620012]
225;224;REPSWITCH1/PICTURE_169.png;espalda;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];1,06007E+16;1,22007E+14;1.3170677991583943;1.4610639987513423;1.5720690991729498;2.180132699199021;NA;NA;NA;NA;NA;NA;NA;NA;1,06007E+16;;;espalda;darkblue;filler;1;F;2;Stim8_Set1;1,24E+16;1,27E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.07.245.wav;1,24E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0600718995556235, 1.22007089946419, 1.3170677991583943, 1.4610639987513423, 1.5720690991729498, 2.180132699199021, 2.564119298942387]
227;226;REPSWITCH1/PICTURE_30.png;granja;type;['g', 'r', 'a', 'n', 'j', 'a'];9,19043E+15;1,09505E+16;1.3030481990426779;1.4310389989987016;1.607039399445057;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,19043E+15;;;granja;darkblue;switch;1;T;2;Stim5_Set2;1,25E+16;1,96E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.16.587.wav;1,25E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9190429989248514, 1.0950515996664762, 1.3030481990426779, 1.4310389989987016, 1.607039399445057, 1.7350987996906042]
228;227;REPSWITCH1/PICTURE_199.png;falda;type;['f', 'a', 'l', 'd', 'a'];1,33574E+16;1,51174E+16;1.6077377991750836;1.7367410995066166;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,33574E+16;;;falda;darkblue;nontarget;1;NT;2;Stim8_Set2;1,25E+16;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.21.226.wav;1,25E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3357409993186593, 1.5117353992536664, 1.6077377991750836, 1.7367410995066166, 1.879734999500215]
231;230;REPSWITCH1/PICTURE_128.png;muñeca;type;['m', 'u', 'n', 'ñ', 'e'];1,08212E+16;1,25816E+16;1.4181617991998792;2.698095499537885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,08212E+16;;;munñe;darkblue;filler;1;F;2;Stim4_Set1;1,26E+16;1,45E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.35.245.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0821221992373466, 1.2581589994952083, 1.4181617991998792, 2.698095499537885, 2.8580814991146326]
234;233;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];7,32949E+15;9,40935E+15;1.1169438995420933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,32949E+15;;;vaso;darkblue;filler;1;F;2;Stim2_Set1;1,28E+15;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.49.226.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7329489989206195, 0.9409352988004684, 1.1169438995420933, 1.180935399606824]
238;237;REPSWITCH1/PICTURE_264.png;mano;type;['m', 'a', 'n', 'o'];8,08678E+15;1,01675E+16;1.0808408986777067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,08678E+15;;;mano;darkblue;switch;1;T;2;Stim3_Set2;1,3E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.07.592.wav;1,3E+14;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8086775988340378, 1.0167528986930847, 1.0808408986777067, 1.3045914992690086]
239;238;REPSWITCH1/PICTURE_135.png;traje;type;['t', 'r', 'a', 'j', 'e'];8,68982E+15;1,02897E+16;1.204984799027443;1.444972099736333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,68982E+15;;;traje;darkblue;filler;1;F;2;Stim3_Set1;1,3E+16;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.12.242.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8689823988825083, 1.0289739994332194, 1.204984799027443, 1.444972099736333, 1.557965399697423]
241;240;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];9,99283E+15;1,30316E+16;1.3999933004379272;1.5592783000320196;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,99283E+15;;;aguja;darkblue;nontarget;1;NT;3;Stim4_Set3;1,31E+15;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.21.424.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9992832997813821, 1.3031572001054883, 1.3999933004379272, 1.5592783000320196, 1.686747300438583]
244;243;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];8,35342E+15;9,95336E+15;1.0909445993602276;1.314921399578452;1.4912080997601151;1.5870640994980931;NA;NA;NA;NA;NA;NA;NA;NA;8,35342E+15;;;manzana;darkblue;filler;1;F;3;Stim6_Set2;1,32E+15;1,53E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.35.422.wav;1,33E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8353421995416284, 0.9953363994136453, 1.0909445993602276, 1.314921399578452, 1.4912080997601151, 1.5870640994980931, 1.6510637989267707]
246;245;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'e', 'j', 'o'];9,90931E+15;1,10286E+15;1.262844399549067;1.3428439991548657;1.534812499769032;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,90931E+15;;;conejo;darkblue;switch;1;T;3;Stim7_Set3;1,33E+16;1,62E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.44.610.wav;1,34E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9909305991604924, 1.102862199768424, 1.262844399549067, 1.3428439991548657, 1.534812499769032, 1.6945816995576024]
247;246;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];9,5498E+15;1,11498E+15;1.2439892003312707;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,5498E+15;;;miel;darkblue;nontarget;1;NT;3;Stim2_Set3;1,34E+16;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.49.212.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9549802001565695, 1.114982900209725, 1.2439892003312707, 1.3869767999276519]
249;248;REPSWITCH1/PICTURE_517.png;cuerda;type;['c', 'u', 'e', 'r', 'd', 'a'];9,83105E+14;1,0471E+16;1.191224099136889;1.3512221993878484;1.5112216994166374;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,83105E+14;;;cuerda;darkblue;filler;1;F;3;Stim4_Set2;1,35E+16;1,42E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.58.522.wav;1,35E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.983105399645865, 1.0470995996147394, 1.191224099136889, 1.3512221993878484, 1.5112216994166374, 1.6712193991988897]
252;251;REPSWITCH1/PICTURE_30.png;granja;type;['g', 'r', 'a', 'n', 'j', 'a'];1,3038E+16;1,4638E+15;1.6557567995041609;1.783789198845625;1.8789805993437767;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,3038E+16;;;granja;darkblue;filler;1;F;3;Stim5_Set2;1,36E+15;2,09E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.12.519.wav;1,36E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3037973986938596, 1.463799599558115, 1.6557567995041609, 1.783789198845625, 1.8789805993437767, 1.9588681990280747]
254;253;REPSWITCH1/PICTURE_152.png;caracol;type;['c', 'a', 'r', 'a', 'c', 'i', 'backspace', 'o', 'l'];8,65525E+15;1,07365E+16;1.2976428996771574;1.4896508995443583;1.6656040996313095;1.7626337995752692;2.1929480992257595;2.3699560994282365;NA;NA;NA;NA;NA;NA;8,65525E+15;;;caracol;darkblue;filler;1;F;3;Stim2_Set2;1,37E+16;1,5E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.21.712.wav;1,37E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8655254999175668, 1.0736471991986036, 1.2976428996771574, 1.4896508995443583, 1.6656040996313095, 1.7626337995752692, 2.1929480992257595, 2.3699560994282365, 2.5449214996770024]
258;257;REPSWITCH1/PICTURE_35.png;oreja;type;['o', 'r', 'e', 'j', 'a'];1,69406E+16;1,83877E+16;1.9821988996118307;2.110160400159657;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,69406E+16;;;oreja;darkblue;switch;1;T;3;Stim5_Set3;1,39E+16;1,35E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.40.130.wav;1,39E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.6940564000979066, 1.8387690000236034, 1.9821988996118307, 2.110160400159657, 2.238709599711001]
259;258;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];9,86828E+15;1,21098E+16;1.434974099509418;1.5789743000641465;1.7391968993470073;1.8670970993116498;NA;NA;NA;NA;NA;NA;NA;NA;9,86828E+15;;;cartero;darkblue;nontarget;1;NT;3;Stim3_Set3;1,39E+16;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.44.732.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9868284994736314, 1.2109806993976235, 1.434974099509418, 1.5789743000641465, 1.7391968993470073, 1.8670970993116498, 1.9311317997053266]
260;259;REPSWITCH1/PICTURE_242.png;cartero;type;['i', 'r', 'e', 'j', 'a'];1,25447E+16;1,33427E+15;1.5102982996031642;1.7343466989696026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,25447E+16;;;ireja;darkblue;repeat;1;T;3;Stim3_Set3;1,4E+15;1,41E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.49.402.wav;1,4E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2544683991000056, 1.334269898943603, 1.5102982996031642, 1.7343466989696026, 1.84634539950639]
262;261;REPSWITCH1/PICTURE_576.png;guante;type;['g', 'u', 'y', 'n', 'a', 't', 'e', 'backspace', 'backspace'];1,13091E+16;1,24292E+16;1.2589522991329432;1.3863553991541266;1.4183484995737672;1.6743549993261695;1.8663142994046211;2.0908940993249416;NA;NA;NA;NA;NA;NA;1,13091E+16;;;guyna;darkblue;nontarget;1;NT;3;Stim1_Set3;1,41E+16;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.58.806.wav;1,41E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1309118997305632, 1.2429230995476246, 1.2589522991329432, 1.3863553991541266, 1.4183484995737672, 1.6743549993261695, 1.8663142994046211, 2.0908940993249416, 2.779082898981869]
263;262;REPSWITCH1/PICTURE_576.png;guante;type;['g', 'u', 'a', 'n', 't', 'e'];9,37045E+15;1,01707E+16;1.2091146996244788;1.3373807994648814;1.5614121994003654;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,37045E+15;;;guante;darkblue;repeat;1;T;3;Stim1_Set3;1,41E+16;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.03.422.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9370446000248194, 1.0170660000294447, 1.2091146996244788, 1.3373807994648814, 1.5614121994003654, 1.705439600162208]
265;264;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];1,11993E+16;1,26398E+16;1.4399128993973136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,11993E+16;;;taza;darkblue;nontarget;1;NT;4;Stim4_Set4;1,42E+16;1,24E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.12.641.wav;1,43E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1199253993108869, 1.2639809995889664, 1.4399128993973136, 1.5839087991043925]
266;265;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];7,54142E+15;1,01033E+16;1.2025282001122832;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,54142E+15;;;taza;darkblue;repeat;1;T;4;Stim4_Set4;1,43E+16;1,27E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.17.285.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7541418001055717, 1.0103262001648545, 1.2025282001122832, 1.3465195000171661]
268;267;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];8,53209E+15;1,01282E+16;1.1888236990198493;1.3965168995782733;1.5248949993401766;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,53209E+15;;;regalo;darkblue;nontarget;1;NT;4;Stim6_Set4;1,44E+14;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.26.476.wav;1,44E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8532088994979858, 1.0128169991075993, 1.1888236990198493, 1.3965168995782733, 1.5248949993401766, 1.63689289893955]
272;271;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'm', 'e', 'j', 'o', 'backspace', 'backspace', 'backspace', 'backspace'];9,19109E+15;9,991E+15;1.1750929998233914;1.1910846000537276;1.256088599562645;1.447091399691999;1.5750904995948076;2.0232914993539453;2.391341899521649;2.535458699800074;NA;NA;NA;NA;9,19109E+15;;;con;darkblue;filler;1;F;4;Stim7_Set3;1,45E+15;1,59E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.44.919.wav;1,46E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9191089998930693, 0.9990995991975069, 1.1750929998233914, 1.1910846000537276, 1.256088599562645, 1.447091399691999, 1.5750904995948076, 2.0232914993539453, 2.391341899521649, 2.535458699800074, 2.9196432000026107]
275;274;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'm', 'i', 's', 'a'];8,99529E+14;1,07552E+16;1.1555163990706205;1.2835073992609978;1.331526999361813;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,99529E+14;;;camisa;darkblue;switch;1;T;4;Stim5_Set4;1,47E+15;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.59.021.wav;1,47E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.899528999812901, 1.0755153996869922, 1.1555163990706205, 1.2835073992609978, 1.331526999361813, 1.459523999132216]
276;275;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];2,20812E+16;2,41611E+15;2.6081137992441654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,20812E+16;;;vaca;darkblue;nontarget;1;NT;4;Stim1_Set4;1,47E+16;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.03.679.wav;1,48E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;2.2081212997436523, 2.416113399900496, 2.6081137992441654, 2.7681740997359157]
278;277;REPSWITCH1/PICTURE_464.png;goma;type;['g', 'o', 'm', 'a'];9,36391E+15;1,06402E+14;1.1603867998346686;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,36391E+15;;;goma;darkblue;filler;1;F;4;Stim6_Set3;1,48E+16;1,17E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.13.064.wav;1,49E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9363911999389529, 1.06402359995991, 1.1603867998346686, 1.2403803998604417]
281;280;REPSWITCH1/PICTURE_320.png;iglesia;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];9,66369E+15;1,19049E+16;1.2541054990142584;1.414690999314189;1.5746876997873187;1.6706853993237019;NA;NA;NA;NA;NA;NA;NA;NA;9,66369E+15;;;iglesia;darkblue;filler;1;F;4;Stim8_Set3;1,5E+16;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.26.952.wav;1,5E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9663693998008966, 1.1904881997033954, 1.2541054990142584, 1.414690999314189, 1.5746876997873187, 1.6706853993237019, 1.734689299017191]
283;282;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];8,69843E+15;1,06183E+16;1.1738302996382117;1.3177880998700857;1.3977878000587225;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,69843E+15;;;pierna;darkblue;switch;1;T;4;Stim3_Set4;1,51E+15;1,15E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.36.113.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8698431998491287, 1.0618273997679353, 1.1738302996382117, 1.3177880998700857, 1.3977878000587225, 1.541852300055325]
284;283;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];9,36485E+14;1,03255E+16;1.1284791994839907;1.2244769996032119;1.4163709999993443;1.5603589992970228;NA;NA;NA;NA;NA;NA;NA;NA;9,36485E+14;;;bombero;darkblue;nontarget;1;NT;4;Stim7_Set4;1,51E+15;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.40.766.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.936485099606216, 1.0325472997501493, 1.1284791994839907, 1.2244769996032119, 1.4163709999993443, 1.5603589992970228, 1.6084360992535949]
285;284;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];8,33698E+15;9,6198E+15;1.0259662000462413;1.1059307996183634;1.2817624993622303;1.4577140994369984;NA;NA;NA;NA;NA;NA;NA;NA;8,33698E+15;;;bombero;darkblue;repeat;1;T;4;Stim7_Set4;1,51E+16;1,45E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.45.471.wav;1,52E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8336976999416947, 0.9619798995554447, 1.0259662000462413, 1.1059307996183634, 1.2817624993622303, 1.4577140994369984, 1.5537564000114799]
287;286;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];9,78062E+14;1,17E+15;1.3787126997485757;1.5711618000641465;1.7141485000029206;1.859158799983561;NA;NA;NA;NA;NA;NA;NA;NA;9,78062E+14;;;cartero;darkblue;filler;1;F;4;Stim3_Set3;1,52E+16;1,36E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.54.580.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.978061799891293, 1.170002999715507, 1.3787126997485757, 1.5711618000641465, 1.7141485000029206, 1.859158799983561, 1.9541461998596787]
292;291;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'e', 'i', 'r', 'n', 'a'];8,60849E+15;9,88764E+15;1.148564100265503;1.1645449995994568;1.3085524002090096;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,60849E+15;;;peirna;darkblue;filler;1;F;1;Stim3_Set4;1,6E+16;1,21E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.05.712.wav;1,6E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8608494000509381, 0.9887641994282603, 1.148564100265503, 1.1645449995994568, 1.3085524002090096, 1.4541950998827815]
294;293;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];8,96462E+15;1,13637E+15;1.344209698960185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,96462E+15;;;vaca;darkblue;filler;1;F;1;Stim1_Set4;1,6E+16;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.15.015.wav;1,61E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8964620996266603, 1.136369999498129, 1.344209698960185, 1.5519843995571136]
298;297;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];8,0543E+15;1,01443E+15;1.20534179918468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,0543E+15;;;vaso;darkblue;switch;1;T;1;Stim7_Set1;1,62E+16;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.33.435.wav;1,63E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8054297994822264, 1.014433299191296, 1.20534179918468, 1.2532333992421627]
299;298;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];1,2588E+16;1,51388E+15;1.6748780999332666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,2588E+16;;;taza;darkblue;filler;1;F;1;Stim4_Set4;1,63E+16;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.38.092.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2588029000908136, 1.513876499608159, 1.6748780999332666, 1.8182017002254725]
