Column1;Trial_no;CorrectAns;SubjResponse;Notes;Backspace;Item_correct;Modality_Correct;Error_Corrected;Hesitation;RT;Duration;RespModal;KeyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;RepSwitch;baseline;baseline_condition;micRespv2l1.started
34;34;mano;mano;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'o'];0.940363800153136;1.00419720006175;1.11615939997137;1.16556970006786;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;2.33273E+14
35;35;mano;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;2.37864E+14
36;36;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;2.42427E+14
37;37;cuerda;cuerda;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'u', 'e', 'r', 'd', 'a'];0.935784099856392;1.07978149992414;1.17577770003118;1.30334869981743;1.43150780000724;1.49506059987471;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;2.4699E+14
38;38;traje;trajhe;NA;0;0;NA;NA;NA;NA;NA;type;['t', 'r', 'a', 'j', 'h', 'e'];1.11643690010533;1.26043180003762;1.32446720008738;1.56447320012376;1.59646210004576;1.67641740012914;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;2.51608E+14
39;39;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];1.02286469982937;1.21484549995512;1.31087529985234;1.75887899985537;1.88626409997232;1.95023039984517;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;2.56151E+14
40;40;granja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;2.60776E+14
41;41;vaso;vaso;NA;0;1;NA;NA;NA;NA;NA;type;['v', 'a', 's', 'o'];0.695306699955836;0.791304699843749;1.38266289979219;1.51068879989907;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;2.65374E+14
42;42;pavo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;2.69985E+14
43;43;manzana;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;2.74605E+14
44;44;manzana;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;2.79153E+14
45;45;cazador;cazador;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'z', 'a', 'd', 'o', 'r'];0.994960200041533;1.07495329994708;1.25130959996022;1.36330560012721;1.6036114001181;1.74763220013119;1.85964259994216;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;2.83842E+14
46;46;cerdo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;2.8846E+14
47;47;cerdo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;2.93003E+13
48;48;escoba;escoba;NA;0;1;NA;NA;NA;NA;NA;type;['e', 's', 'c', 'o', 'b', 'a'];0.99059379985556;1.19865339994431;1.42298429994844;1.53497399995103;1.71072099986486;1.79069589986466;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;2.97607E+14
49;49;espalda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.0215E+14
50;50;falda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;3.06768E+14
51;51;falda;falda;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'a', 'l', 'd', 'a'];0.9250572999008;1.00546399992891;1.32484659994952;1.38885129988194;1.5808868999593;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;3.11352E+14
52;52;guante;guante;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'u', 'a', 'n', 't', 'e'];0.923168600071222;1.01916250004433;1.17968480009586;1.24369470006786;1.43518100003712;1.48310720012523;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;3.18458E+14
53;53;guante;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;3.23021E+14
54;54;tronco;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.27716E+14
55;55;miel;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;3.32278E+14
56;56;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];0.638190200086683;0.798140200087801;0.894169100094587;1.05417639994994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;3.36967E+14
57;57;pintor;pintor;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'i', 'n', 't', 'o', 'r'];0.796846899902448;1.10062059992924;1.22865889989771;1.34033160004765;1.43673700001091;1.56478750007227;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;3.41592E+14
58;58;cartero;cartero;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.926749699981883;1.02375319995917;1.11950699985027;1.23153809993528;1.34353569988161;1.47152389981784;1.56790749984793;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;3.46182E+14
59;59;cartero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;3.50823E+14
60;60;caracol;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.55462E+14
61;61;cuerda;vuerda;NA;0;0;NA;NA;NA;NA;NA;type;['v', 'u', 'e', 'r', 'd', 'a'];0.60761579987593;1.21595839993097;1.42491439986043;1.58395210001618;1.7919151999522;1.99994100001641;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.60053E+14
62;62;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;3.64651E+14
63;63;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;3.69235E+14
64;64;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];0.868723200168461;1.02872960013337;1.12577929999679;1.34883920010179;1.52484140009619;1.62083500018343;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.73888E+14
65;65;manzana;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;3.78471E+14
66;66;oreja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;3.83147E+14
67;67;oreja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;3.87897E+14
68;68;tenedor;tenedoir;NA;0;0;NA;NA;NA;NA;NA;type;['t', 'e', 'n', 'e', 'd', 'o', 'i', 'r'];0.769430800108239;0.865444299997762;0.993462600046769;1.05752660008147;1.23444469994865;1.34542150003836;1.36141130002216;1.44144660001621;NA;NA;NA;NA;NA;NA;NA;filler;0;None;3.92467E+14
69;69;goma;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;3.97107E+14
70;70;goma;goma;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'o', 'm', 'a'];1.08183229994029;1.16215280001052;1.30565019999631;1.38564659981057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;4.01739E+14
71;71;mano;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.0633E+14
72;72;conejo;conejo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'n', 'e', 'j', 'o'];0.790042399894446;0.902065000031143;1.17402520007454;1.3180229999125;1.73438639985397;1.78133739996701;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;4.10879E+14
73;73;conejo;conejo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'n', 'e', 'j', 'o'];1.12979679997079;1.22682320000604;1.41781609994359;1.53082189988345;1.68979039997794;1.76980450004339;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;4.15547E+14
74;74;cerdo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.20158E+14
75;75;falda;falda;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'a', 'l', 'd', 'a'];1.15453170007095;1.28269409993663;1.53885140013881;1.6348492000252;1.90685050003231;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;4.24707E+14
76;76;iglesia;iglesia;NA;0;1;NA;NA;NA;NA;NA;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1.32808959996328;1.68006579997018;1.79228329984471;1.91976860002615;2.12775500002317;2.20775990001857;2.30375149985775;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;4.29333E+14
77;77;iglesia;iglesia;NA;0;1;NA;NA;NA;NA;NA;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1.29460479994304;1.45459749992006;1.64662719983608;1.75869959988631;1.98307249997742;2.06326049985364;2.17519490001723;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;4.3391E+14
78;78;guante;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.3857E+14
79;79;vaca;vaca;NA;0;1;NA;NA;NA;NA;NA;type;['v', 'a', 'c', 'a'];0.829262000042945;0.877256500069052;0.942238799994811;1.02123659988865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;4.43224E+14
80;80;vaca;vaca;NA;0;1;NA;NA;NA;NA;NA;type;['v', 'a', 'c', 'a'];0.840715999947861;0.904707399895415;0.984701100038365;1.08070089993998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;4.47884E+14
81;81;ba?o;ba?o;NA;0;1;NA;NA;NA;NA;NA;type;['b', 'a', 'n', 'o'];0.874145700130612;0.939535300014541;1.3537701999303;1.57837150013074;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;4.52475E+13
82;82;ba?o;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;4.57059E+14
83;83;cartero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;4.61629E+14
84;84;miel;miel;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'i', 'e', 'l'];1.0371596000623;1.11716130003333;1.34115700004622;1.46915520005859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.66296E+14
85;85;pierna;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;4.70866E+14
86;86;pierna;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;4.7545E+14
87;87;taza;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;4.79986E+14
88;88;taza;taza;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'a', 'z', 'a'];0.890979700023308;0.954919799929485;1.13094609999098;1.22693599993363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;4.84618E+14
89;89;aguja;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.89216E+14
90;90;oreja;oreja;NA;0;1;NA;NA;NA;NA;NA;type;['o', 'r', 'e', 'j', 'a'];0.875607599969953;1.11560110002756;1.4362470000051;1.69227469991893;1.82027459982783;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;4.93897E+14
91;91;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.84062230004929;0.936648600036278;1.41659569996409;1.48060410004109;1.65644220006652;1.83217679988593;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;4.98509E+14
92;92;camisa;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;5.03086E+14
93;93;regalo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;5.0769E+14
94;94;regalo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;5.12379E+14
95;95;columna;columna;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'l', 'u', 'm', 'n', 'a'];0.973282099934295;1.40447259997018;1.58140949998051;1.75740929995663;2.02941820002161;2.15673219994642;2.25272140000015;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.17032E+14
96;96;conejo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.21776E+14
97;97;bombero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;5.26352E+14
98;98;bombero;bombero;NA;0;1;NA;NA;NA;NA;NA;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1.60057650017552;1.71257830015384;1.88861480006017;2.12862320011482;2.20959850004874;2.3686284001451;2.41793700004928;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;5.30916E+14
99;99;pulpo;pulpo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'l', 'p', 'o'];0.895759999984875;1.15177640016191;1.43956820014864;1.59978450019844;1.77577940002084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;5.35493E+13
100;100;pulpo;pulpo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'l', 'p', 'o'];0.81149600003846;1.14746550004929;1.40430660010315;1.51629990013316;1.69231349998154;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;5.40153E+14
101;101;iglesia;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.44751E+14
102;102;goma;goma;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'o', 'm', 'a'];0.806759699946269;1.14268460008316;1.35005889995955;1.49406550009735;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.4939E+14
103;103;columna;columna;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'o', 'l', 'u', 'm', 'n', 'a'];0.861341400071979;1.26133590005338;1.42041570018046;1.59640220017172;1.7575859001372;1.86857250006869;1.98053270019591;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.56968E+14
104;104;mu?eca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;5.61614E+14
105;105;mu?eca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;5.66281E+14
106;106;pierna;pierna;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'i', 'e', 'r', 'n', 'a'];0.931209899950773;1.15503829997033;1.794651000062;1.97068090015091;2.11464420007542;2.25863620010205;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.70914E+14
107;107;traje;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;5.75672E+14
108;108;traje;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;5.80311E+14
109;109;tenedor;tenedor;NA;1;0;NA;NA;NA;NA;NA;type;['t', 'e', 'n', 'e', 'd', 'r', 'backspace', 'o', 'r'];0.840908600017428;0.936208799947053;1.06420719996095;1.11224009981379;1.35224579996429;1.7042208998464;2.18425459996797;2.52023649984039;2.64870729995891;NA;NA;NA;NA;NA;NA;filler;0;None;5.8486E+14
110;110;pulpo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;5.89493E+14
111;111;cazador;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;5.94132E+14
112;112;cazador;cazador;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'z', 'a', 'd', 'o', 'r'];0.915768200065941;1.04408290004358;1.21934020007029;1.34815990016796;1.60417070006952;1.73215529997833;1.87616300000809;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;5.98737E+14
113;113;taza;taza;NA;0;1;NA;NA;NA;NA;NA;type;['t', 'a', 'z', 'a'];0.815997699974105;0.895996100036427;1.03999629989266;1.12042369996198;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;6.03349E+14
114;114;fresa;fresa;NA;0;1;NA;NA;NA;NA;NA;type;['f', 'r', 'e', 's', 'a'];1.10130110010505;1.1812986000441;1.35728810005821;1.45328360004351;1.62886020005681;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;6.07912E+14
115;115;fresa;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;6.12482E+14
116;116;puente;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;6.17149E+14
117;117;puente;puente;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'u', 'e', 'n', 't', 'e'];0.972104000160471;1.22809630003758;1.49964940012433;1.56368770007975;1.77168540004641;1.83568769996054;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;6.21865E+14
118;118;ba?o;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;6.26546E+14
119;119;espalda;espalda;NA;1;0;NA;NA;NA;NA;NA;type;['e', 's', 'a', 'backspace', 'p', 'a', 'l', 'd', 'a'];0.940708299865946;1.13223029999062;1.35589149990119;1.85174529999495;2.09210689994507;2.1720966999419;2.26805020007305;2.36409220006317;2.57209159992635;NA;NA;NA;NA;NA;NA;nontarget;1;switch;6.31193E+13
120;120;espalda;espalda;NA;0;1;NA;NA;NA;NA;NA;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];0.968586599919945;1.14458129997365;1.27258109999821;1.36859049997292;1.46564539987594;1.56083949981257;1.78478539991193;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;6.35804E+14
121;121;bombero;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;6.40395E+13
122;122;pavo;pavo;NA;1;0;NA;NA;NA;NA;NA;type;['p', 'a', 'o', 'backspace', 'v', 'o'];1.04535660007969;1.18931700009853;1.5413164999336;1.87758699990809;2.00484149996191;2.13279800000601;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;6.45056E+14
123;123;pavo;pavo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'a', 'v', 'o'];0.775881400099024;0.936132800066844;1.28828320000321;1.40027920017019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;6.49661E+14
124;124;vaca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;6.54272E+14
125;125;regalo;regalo;NA;0;1;NA;NA;NA;NA;NA;type;['r', 'e', 'g', 'a', 'l', 'o'];0.954595699906349;1.05139879998751;1.25834929989651;1.43444139999337;1.65773339988664;1.78626640001312;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;6.58891E+14
126;126;vaso;vaso;NA;0;1;NA;NA;NA;NA;NA;type;['v', 'a', 's', 'o'];0.786412100074813;0.86640220019035;1.01039150008;1.39363350020722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;6.63475E+14
127;127;vaso;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;6.68045E+14
128;128;camisa;camisa;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'm', 'i', 's', 'a'];0.805127300089225;0.917155800154433;1.23715330008417;1.31716990005225;1.39715269999579;1.57280580000952;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;6.72768E+14
129;129;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];1.06248939991929;1.25451019988395;1.35019999998622;1.67077309987508;2.1023273000028;2.26231339992955;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;6.77358E+14
130;130;granja;granja;NA;0;1;NA;NA;NA;NA;NA;type;['g', 'r', 'a', 'n', 'j', 'a'];0.850337400101125;1.0256606999319;1.23472520010546;1.44220670009963;1.60219860007055;1.73019740008749;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;6.82019E+14
131;131;mu?eca;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;6.86644E+14
132;132;mano;mano;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'o'];0.78517369995825;0.88062830013223;0.976595500018448;1.04115119995549;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;6.91284E+14
133;133;mano;mano;NA;0;1;NA;NA;NA;NA;NA;type;['m', 'a', 'n', 'o'];0.705681500025094;0.914110499899834;1.07408529985696;1.21819329983555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;6.95875E+14
134;134;pintor;pintor;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'i', 'n', 't', 'o', 'r'];1.01265789987519;1.30118439998478;1.52518369979225;1.66914539993741;1.71717699989676;1.87717909994535;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;7.00688E+14
135;135;pintor;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;7.05271E+14
136;136;traje;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;7.09925E+14
137;137;cerdo;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;7.14516E+14
138;138;cerdo;cerdo;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'e', 'r', 'd', 'o'];0.493337699910626;0.845732199959457;1.03731990000233;1.24601359991357;1.3270050000865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;7.19079E+14
139;139;caracol;caracol;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0.778491799952462;0.890629699919373;0.906617899890989;1.06647010007873;1.08291799994186;1.3705966998823;1.56228259997442;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;7.23642E+14
140;140;caracol;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;7.28386E+14
141;141;cazador;cazador;NA;0;1;NA;NA;NA;NA;NA;type;['c', 'a', 'z', 'a', 'd', 'o', 'r'];0.876665099989623;0.956659900024533;1.11665969993919;1.42038180003874;1.67638169997372;1.82039580005221;1.91635670000687;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.33032E+14
142;142;fresa;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.37714E+14
143;143;pavo;pavo;NA;0;1;NA;NA;NA;NA;NA;type;['p', 'a', 'v', 'o'];0.898559499997646;0.96318110008724;1.20297669991851;1.29865689994767;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;7.42338E+13
144;144;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;7.46978E+14
145;145;cuerda;;NA;0;0;NA;NA;NA;NA;NA;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;7.5159E+13
