"","Trial_no","CorrectAns","SubjResponse","Transcription","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RespModal","RT","Duration","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition"
"137",137,"cerdo","cerdo","cerdo","close to mic, beginning sounds weird",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.701476,0.3824,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"138",138,"cerdo","cerdo","[type]","mic sound at the end",0,"1",1,"0","Second","switch",NA,0,"type",0.4933377,0.8336673,"['c', 'e', 'r', 'd', 'o']",0.4933377,0.8457322,1.0373199,1.2460136,1.327005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"139",139,"caracol","caracol","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",0.7784918,0.7837908,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0.7784918,0.8906297,0.9066179,1.0664701,1.082918,1.3705967,1.5622826,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"140",140,"caracol","caracol","caracol","",0,"1",1,"0","Second","switch",NA,0,"speak",0.656,0.502905,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"141",141,"cazador","cazador","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.8766651,1.0396916,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0.8766651,0.9566599,1.1166597,1.4203818,1.6763817,1.8203958,1.9163567,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"142",142,"fresa","fresa ","fresa ","",0,"0",1,"1","Second","filler",NA,0,"speak",0.574951,0.455096,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"143",143,"pavo","pavo","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.8985595,0.4000974,"['p', 'a', 'v', 'o']",0.8985595,0.9631811,1.2029767,1.2986569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"144",144,"cuerda","cuerda","cuerda","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.676155,0.331845,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"145",145,"cuerda","cuerda ","cuerda ","",0,"0",1,"1","Second","repeat",NA,0,"speak",0.602387,0.401038,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"146",146,"puente","puente","[type]","some sound in the beginning, not talking",0,"1",1,"0","Second","filler",NA,0,"type",0.8639843,0.8163151,"['p', 'u', 'e', 'n', 't', 'e']",0.8639843,1.1519741,1.3443381,1.4083469,1.6163362,1.6802994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"147",147,"falda","falda","falda","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.783922,0.414358,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"148",148,"falda","falda","falda","",0,"1",1,"0","Second","repeat",NA,0,"speak",0.55032,0.441418,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"149",149,"espalda","espalda","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.9372341,0.7998431,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0.9372341,1.1454228,1.2424181,1.3534127,1.4493467,1.529245,1.7370772,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"150",150,"vaso","vaso","vaso","",0,"1",1,"0","Second","filler",NA,0,"speak",0.790744,0.366388,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"151",151,"manzana","manzana","manzana","mic too close to mouth, affects /?/",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.61607,0.494454,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"152",152,"manzana","manzana","[type]","",0,"1",1,"0","Second","switch",NA,0,"type",1.1493538,0.9441329,"['m', 'a', 'n', 'z', 'a', 'n', 'a']",1.1493538,1.2773421,1.3733443,1.5007058,1.6126242,2.0284543,2.0934867,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"153",153,"escoba","escoba","escoba","",0,"1",1,"0","Second","filler",NA,0,"speak",0.890271,0.488418,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"154",154,"manzana","manzana","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",1.0080445,0.9274079,"['m', 'a', 'n', 'z', 'a', 'n', 'a']",1.0080445,1.1520398,1.2160465,1.3280329,1.4077301,1.855452,1.9354524,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"155",155,"goma","goma","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",0.8911777,0.4793866,"['g', 'o', 'm', 'a']",0.8911777,1.0025747,1.2265662,1.3705643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"156",156,"goma","goma","goma","",0,"1",1,"0","Second","switch",NA,0,"speak",0.701746,0.36753,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"157",157,"granja","granja","granja","tongue",0,"1",1,"0","Second","filler",NA,0,"speak",0.617,0.48,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"158",158,"aguja","aguja","aguja","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.587968,0.524032,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"159",159,"aguja","aguja","[type]","",0,"1",1,"0","Second","switch",NA,0,"type",0.7922814,0.5600038,"['a', 'g', 'u', 'j', 'a']",0.7922814,0.9682527,1.0162727,1.2402709,1.3522852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"160",160,"cadena","cadena","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.9373096,0.8160216,"['c', 'a', 'd', 'e', 'n', 'a']",0.9373096,1.0493353,1.3853305,1.4653031,1.5453266,1.7533312,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"161",161,"iglesia","iglesia","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",1.4967871,0.9267882,"['i', 'g', 'l', 'e', 's', 'i', 'a']",1.4967871,1.671847,1.8637674,1.9757408,2.2004644,2.2804306,2.4235753,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"162",162,"iglesia","iglesia","iglesia","",0,"1",1,"0","Second","switch",NA,0,"speak",0.668108,0.563716,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"163",163,"pintor","pintor","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.9235034,0.9911486,"['p', 'i', 'n', 't', 'o', 'r']",0.9235034,1.1634892,1.387488,1.6594596,1.803483,1.914652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"164",164,"conejo","conejo","conejo","tongue",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.63691,0.440846,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"165",165,"conejo","conejo","conejo","",0,"1",1,"0","Second","repeat",NA,0,"speak",0.539099,0.426966,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"166",166,"cerdo","cerdo","cerdo","",0,"1",1,"0","Second","filler",NA,0,"speak",0.528206,0.462639,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"167",167,"caracol","caracol","[type]","breath",0,"1",1,"0","Second","filler",NA,0,"type",0.9289749,0.9445513,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0.9289749,1.04099,1.1369612,1.2656164,1.3456162,1.7295252,1.8735262,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"168",168,"guante","guante","guante","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.68,0.326854,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"169",169,"guante","guante","guante","tongue",0,"1",1,"0","Second","repeat",NA,0,"speak",0.517931,0.306511,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"170",170,"cartero","cartero","cartero","tongue",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.848,0.393964,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"171",171,"cartero","cartero","[type]","",0,"1",1,"0","Second","switch",NA,0,"type",0.714473,0.6559166,"['c', 'a', 'r', 't', 'e', 'r', 'o']",0.714473,0.7785086,0.8902971,1.0023633,1.1143559,1.2743923,1.3703896,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"172",172,"cuerda","cuerda","cuerda","tongue before, hoarse voice, cough after",0,"1",1,"0","Second","filler",NA,0,"speak",0.635664,0.392866,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"173",173,"tronco","tronco","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.9095544,0.8638309,"['t', 'r', 'o', 'n', 'c', 'o']",0.9095544,1.0376061,1.3098022,1.4537923,1.6779221,1.7733853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"174",174,"oreja","oreja","[type]","tongue, didn't speak",0,"1",1,"0","Second","nontarget",NA,0,"type",1.092819,0.5433048,"['o', 'r', 'e', 'j', 'a']",1.092819,1.2528748,1.4289333,1.5083345,1.6361238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"175",175,"oreja","oreja","[type]","",0,"1",1,"0","Second","repeat",NA,0,"type",0.7069804,0.6076567,"['o', 'r', 'e', 'j', 'a']",0.7069804,0.8666355,1.0106333,1.1550739,1.3146371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"176",176,"falda","falda","falda","",0,"1",1,"0","Second","filler",NA,0,"speak",0.494648,0.426477,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"177",177,"miel","miel","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",1.0052933,0.3524469,"['m', 'i', 'e', 'l']",1.0052933,1.1012907,1.2456768,1.3577402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"178",178,"miel","miel","[type]","",0,"1",1,"0","Second","repeat",NA,0,"type",0.6308121,0.607786,"['m', 'i', 'e', 'l']",0.6308121,0.8068071,1.1426014,1.2385981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"179",179,"mano","mano","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.7246613,0.3359962,"['m', 'a', 'n', 'o']",0.7246613,0.78866,0.9326568,1.0606575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"180",180,"goma","goma","goma","tongue",0,"1",1,"0","Second","filler",NA,0,"speak",0.768,0.307062,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"181",181,"pierna","perina","[type]","",1,"0",1,"1","Second","nontarget",NA,0,"type",1.317958,1.6165434,"['b', 'backspace', 'p', 'e', 'r', 'i', 'n', 'a']",1.317958,1.9108009,2.2785926,2.5025961,2.6619107,2.7425059,2.870502,2.9345014,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"182",182,"pierna","pierna","[type]","",0,"1",1,"1","Second","repeat",NA,0,"type",0.8464813,0.751628,"['p', 'i', 'e', 'r', 'n', 'a']",0.8464813,1.0544439,1.1820982,1.3420661,1.4380652,1.5981093,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"183",183,"pulpo","pulpo","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",0.7714111,0.8162645,"['p', 'u', 'l', 'p', 'o']",0.7714111,1.0433905,1.2677068,1.4433749,1.5876756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"184",184,"pulpo","pulpo","pulpo","",0,"1",1,"0","Second","switch",NA,0,"speak",0.646705,0.329295,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"185",185,"aguja","aguja","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.6140168,0.639668,"['a', 'g', 'u', 'j', 'a']",0.6140168,0.8860421,0.9660038,1.1583584,1.2536848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"186",186,"taza","taza","taza","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.793,0.317824,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"187",187,"taza","taza","taza","mic sound /?/",0,"1",1,"0","Second","repeat",NA,0,"speak",0.656,0.342187,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"188",188,"ba?o","ba?o","ba?o","",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.647426,0.332522,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"189",189,"ba?o","ba?o","[type]","",0,"1",1,"0","Second","switch",NA,0,"type",0.6858584,0.623324,"['b', 'a', '?', 'o']",0.6858584,0.7178511,1.1338335,1.3091824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"190",190,"iglesia","iglesia","iglesia","tongue",0,"1",1,"0","Second","filler",NA,0,"speak",1.002404,0.535939,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"191",191,"bombero","bombero","[type]","",0,"1",1,"0","Second","nontarget",NA,0,"type",0.7685052,1.0879407,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",0.7685052,1.0562029,1.2487839,1.4728304,1.6164477,1.7924563,1.8564459,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"192",192,"bombero","bombero","bombero","",0,"1",1,"0","Second","switch",NA,0,"speak",0.668326,0.427439,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"193",193,"guante","guante","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.750692,0.6239553,"['g', 'u', 'a', 'n', 't', 'e']",0.750692,0.8299878,1.0067918,1.0868006,1.2787183,1.3746473,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"194",194,"conejo","conejo","conejo","tongue",0,"1",1,"0","Second","filler",NA,0,"speak",0.545,0.454867,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"195",195,"vaca","vaca","vaca","hoarse voice, clears throat after word production",0,"1",1,"0","Second","nontarget",NA,0,"speak",0.548456,0.368167,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"196",196,"vaca","vaca","vaca","",0,"1",1,"0","Second","repeat",NA,0,"speak",0.487717,0.377778,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
