Trial_no;CorrectAns;SubjResponse;Notes;backspace;Item_correct;Modality_Correct;Error_Corrected;Hesitation;RT;Duration;RespModal;KeyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;RepSwitch;baseline;baseline_condition;micRespv1l1.started
256;aguja;aguja;;0;;;;;;;type;['a', 'g', 'u', 'j', 'a'];1.1870119;1.6351068;1.7951038;1.9707969;2.0508067;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1227.666603
257;aguja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1232.208836
258;manzana;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1236.862402
259;conejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1241.501787
260;conejo;conejo;;0;;;;;;;type;['c', 'o', 'n', 'e', 'j', 'o'];1.2287085;1.4047046;1.6286998;1.7407044;1.8367055;2.044743;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1246.120461
261;miel;miel;;0;;;;;;;type;['m', 'i', 'e', 'l'];0.9194645;1.1114208;1.2070141;1.2879484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1250.765938
262;miel;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1255.420287
263;falda;falda;;0;;;;;;;type;['f', 'a', 'l', 'd', 'a'];1.2500841;1.3460357;1.5865766;1.7465197;1.9545559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1260.067102
264;goma;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1264.656771
265;goma;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1269.310931
266;caracol;caracol;;0;;;;;;;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];1.1309167;1.2109199;1.3872502;1.4352497;1.6432515;1.8992495;2.0753204;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1273.978183
267;iglesia;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1278.583202
268;iglesia;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1283.20102
269;oreja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1287.875843
270;oreja;oreja;;0;;;;;;;type;['o', 'r', 'e', 'j', 'a'];0.8800232;1.055582;1.2315802;1.3600605;1.4560728;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1292.50148
271;cuerda;cu;;0;;0;1;;;;speak;['c', 'u'];0.9048749;1.1447909;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1297.036608
272;granja;granja;;0;;;;;;;type;['g', 'r', 'a', 'n', 'j', 'a'];1.1227874;1.3147952;1.3627928;1.7787974;1.9701452;2.0351429;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1301.634811
273;cartero;cartero;;0;;;;;;;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.9609733;1.0423609;1.3136713;1.6328361;1.8247841;2.0008229;2.1609004;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1306.260191
274;cartero;cartero;;0;;;;;;;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];1.0365243;1.0850723;1.372906;1.6292319;1.8051912;1.9812835;2.0452377;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1310.920527
275;mano;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1315.546122
276;guante;guanyte;;0;;;;;;;type;['g', 'u', 'a', 'n', 'y', 't', 'e'];1.2285855;1.3885913;1.5166014;1.5806104;1.7726152;1.7886209;1.8364876;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1320.137026
277;guante;guante;;0;;;;;;;type;['g', 'u', 'a', 'n', 't', 'e'];0.8596763;1.3555285;1.8995284;2.0115338;2.2515204;2.3002124;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1324.761835
278;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1329.409033
279;taza;taza;;0;;;;;;;type;['t', 'a', 'z', 'a'];1.8322316;1.9282274;2.1365544;2.2961103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1333.965175
280;taza;taza;;0;;;;;;;type;['t', 'a', 'z', 'a'];1.0373554;1.0853528;1.6452399;1.8212694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1338.584012
281;aguja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1343.202795
282;regalo;regalo;;0;;;;;;;type;['r', 'e', 'g', 'a', 'l', 'o'];1.1833301;1.3273252;1.6149026;1.7438836;2.0312409;2.2066866;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1347.814277
283;regalo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1352.50932
284;baño;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1357.107084
285;baño;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1361.885612
286;conejo;conejo;;1;;;;;;;type;['c', 'o', 'n', 'e', 'j', 'k', 'backspace', 'o'];0.9530956;1.1453454;1.4173622;1.5773662;1.753337;1.769383;2.7457889;2.9531305;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1366.587736
287;miel;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1371.226072
288;camisa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1375.901269
289;camisa;camisa;;0;;;;;;;type;['c', 'a', 'm', 'i', 's', 'a'];0.7166722;0.9406744;1.0366637;1.2286321;1.2926636;1.4526655;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1380.568674
290;vaca;vaca;;0;;;;;;;type;['v', 'a', 'c', 'a'];1.0171654;1.06517;1.2411474;1.2731403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1385.180272
291;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1389.903242
292;goma;goma;;0;;;;;;;type;['g', 'o', 'm', 'a'];0.9827406;1.1267306;1.3187003;1.4467307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1394.542712
293;pulpo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1399.175273
294;pulpo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1403.814612
295;iglesia;iglesia;;0;;;;;;;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1.0862;1.3598184;1.4862259;1.6141765;1.8059728;1.9669259;2.0789211;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1408.502757
296;guante;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1413.092811
297;pierna;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1417.68475
298;pierna;pierna;;0;;;;;;;type;['p', 'i', 'e', 'r', 'n', 'a'];1.1305629;2.0429971;2.1239408;2.2829759;2.3950005;2.5230421;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1422.282333
299;tenedor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1426.824594
300;oreja;oreja;;0;;;;;;;type;['o', 'r', 'e', 'j', 'a'];1.0129275;1.2220511;1.3968004;1.5247917;1.6212605;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1431.408485
301;columna;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1436.04124
302;cartero;cartero;;0;;;;;;;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.9890569;1.0690184;1.2610211;1.4530206;1.5330254;1.6930187;1.9330552;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1440.631894
303;bombero;bombero;;0;;;;;;;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1.0890496;1.1690779;1.4090784;1.7133065;1.8412468;2.0328297;2.0968288;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1445.18803
304;bombero;bombero;;0;;;;;;;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1.2846007;1.4125941;1.6198235;2.1159353;2.1959658;2.3719267;2.4999257;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1449.792991
305;cadena;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1454.432294
306;escoba;escoba;;0;;;;;;;type;['e', 's', 'c', 'o', 'b', 'a'];0.9273827;1.1032897;1.3111469;1.4551831;1.7280448;1.9040143;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1458.981655
307;pierna;pierna;;0;;;;;;;type;['p', 'i', 'e', 'r', 'n', 'a'];1.1729796;1.5086381;1.6524758;1.8124835;1.9885137;2.1492427;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1471.344428
308;taza;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1476.018679
309;pavo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1480.706854
310;pavo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1485.318569
311;vaca;vaca;;0;;;;;;;type;['v', 'a', 'c', 'a'];1.3431301;1.4230928;1.5504157;1.6303266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1490.006452
312;espalda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1494.583501
313;espalda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1499.236824
314;pulpo;pulpo;;0;;;;;;;type;['p', 'u', 'l', 'p', 'o'];1.2401722;1.4961715;1.8161786;2.0241559;2.1841652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1503.869298
315;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1508.515762
316;vaso;vaso;;0;;;;;;;type;['v', 'a', 's', 'o'];1.1429739;1.2230002;1.3832924;1.5272601;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1513.085805
317;regalo;regalo;;0;;;;;;;type;['r', 'e', 'g', 'a', 'l', 'o'];1.03562;1.2112734;1.4995494;1.7554786;1.867486;2.0274817;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1517.689677
318;traje;treje;;0;;;;;;;type;['t', 'r', 'e', 'j', 'e'];0.9507458;1.1419158;1.3024651;1.5104031;1.7662913;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1522.350888
319;traje;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1526.969578
320;fresa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1531.539707
321;fresa;fresa;;0;;;;;;;type;['f', 'r', 'e', 's', 'a'];0.725954;0.9179544;1.1099455;1.3344576;1.5104546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1536.206846
322;bombero;bombero;;0;;;;;;;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1.086811;1.2788027;1.5663568;2.4625645;2.5748175;2.7668378;2.9271803;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1540.838552
323;camisa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1545.513812
324;muñeca;muñeca;;0;;;;;;;type;['m', 'u', 'ñ', 'e', 'c', 'a'];0.9566846;1.1960488;1.6447593;1.7887612;2.0767302;2.124745;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1550.104689
325;muñeca;muñeca;;0;;;;;;;type;['m', 'u', 'ñ', 'e', 'c', 'a'];1.1758935;1.4158825;1.8158534;1.9927511;2.295802;2.536043;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1554.813447
326;baño;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1559.432163
327;puente;puente;;0;;;;;;;type;['p', 'u', 'e', 'n', 't', 'e'];1.2470628;1.5670618;1.6950123;1.7590462;1.9993601;2.0315172;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1564.134116
328;puente;puente;;0;;;;;;;type;['p', 'u', 'e', 'n', 't', 'e'];0.9326355;1.1885456;1.3645025;1.4284985;1.6845253;1.7644953;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1568.70433
329;cazador;cazadoirt;;0;;;;;;;type;['c', 'a', 'z', 'a', 'd', 'o', 'i', 'r', 't'];1.3611672;1.6811559;1.9051517;2.0816372;2.2730958;2.4810899;2.4970866;2.7050851;2.7210862;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1573.315942
330;cazador;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1577.885942
331;pavo;pavo;;0;;;;;;;type;['p', 'a', 'v', 'o'];1.3172491;1.3652528;1.7172537;1.8613178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1582.560306
332;falda;falda;;0;;;;;;;type;['f', 'a', 'l', 'd', 'a'];1.0249937;1.1049925;1.568983;1.7769969;1.98499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1587.108473
333;falda;falda;;0;;;;;;;type;['f', 'a', 'l', 'd', 'a'];1.0792398;1.1752173;1.7192177;1.9112308;2.1186733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1591.741952
334;puente;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1596.422122
335;cuerda;cuerda;;0;;;;;;;type;['c', 'u', 'e', 'r', 'd', 'a'];1.1376412;1.3296248;1.4416204;1.6336211;1.7933472;1.9853393;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1601.027822
336;cuerda;cuerda;;0;;;;;;;type;['c', 'u', 'e', 'r', 'd', 'a'];0.8300908;1.0382198;1.1502152;1.326212;1.4860828;1.662134;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1605.591012
337;espalda;espalda;;0;;;;;;;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];0.9659854;1.1414104;1.2850962;1.4290992;1.493096;1.7335805;1.9255673;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1610.22353
338;tenedor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1614.898055
339;vaso;vaso;;0;;;;;;;type;['v', 'a', 's', 'o'];1.1839228;1.2479479;1.4402593;1.6001275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1619.460924
340;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];1.1118824;1.2078486;1.3840277;2.2156312;2.4076625;2.4718132;2.615805;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1624.093322
341;manzana;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1628.733015
342;traje;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1633.372339
343;caracol;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1637.963193
344;caracol;caracol;;0;;;;;;;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0.9481254;1.1880788;1.4280761;1.4761194;1.6678575;1.875631;2.0515947;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1642.561203
345;fresa;fresa;;0;;;;;;;type;['f', 'r', 'e', 's', 'a'];1.126843;1.3348456;1.5108405;1.6712034;1.814763;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1647.166192
346;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];0.8831207;1.1714571;1.3633384;1.5225172;1.6668409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1651.826116
347;cerdo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1656.423156
348;mano;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1660.980117
349;mano;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1665.60576
350;muñeca;muñeca;;0;;;;;;;type;['m', 'u', 'ñ', 'e', 'c', 'a'];1.7639017;1.9878875;2.3399253;2.4999161;2.7560479;2.8361192;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1670.272843
351;granja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1674.919431
352;granja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1679.495675
353;tronco;tronco;;0;;;;;;;type;['t', 'r', 'o', 'n', 'c', 'o'];1.1510677;1.3111178;1.6312767;1.9186987;2.1111097;2.2231017;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1684.149901
354;cazador;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1688.858905
355;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1693.526
356;pintor;pintor;;0;;;;;;;type;['p', 'i', 'n', 't', 'o', 'r'];1.0430357;1.2673212;1.4603109;1.6670278;1.779003;1.8910963;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1698.082151
357;columna;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1702.70775
358;oreja;oreja;;0;;;;;;;type;['o', 'r', 'e', 'j', 'a'];0.9840606;1.2239894;1.4002088;1.5283255;1.6402436;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1725.933007
359;oreja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1730.551791
360;falda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1735.156441
361;guante;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1739.73251
362;guante;guante;;0;;;;;;;type;['g', 'u', 'a', 'n', 't', 'e'];0.985968;1.1463253;1.3383833;1.3543674;1.6583944;1.7393364;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1744.282659
363;cuerda;cuerda;;0;;;;;;;type;['c', 'u', 'e', 'r', 'd', 'a'];1.3386892;1.5307205;1.6107145;1.8021514;1.9621574;2.1231516;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1748.922331
364;conejo;conejo;;0;;;;;;;type;['c', 'o', 'n', 'e', 'j', 'o'];2.0293317;2.157321;2.3494592;2.3654622;2.6050083;2.7970804;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1753.575521
365;conejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1758.256736
366;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];0.9833842;1.0313802;1.2233853;1.5596056;1.7355558;1.7836137;1.9114955;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1762.861474
367;cartero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1767.591612
368;cartero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1772.404359
369;caracol;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1777.03693
370;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];0.8294546;1.0374504;1.2296545;1.4056467;1.5494143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1781.815302
371;miel;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1786.37737
372;miel;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1791.017963
373;iglesia;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1795.720085
374;iglesia;iglesia;;0;;;;;;;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];0.9892952;1.2452621;1.373227;1.5180406;1.6930973;1.7893919;1.9173255;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1800.359384
375;granja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1804.943314
376;mano;mano;;0;;;;;;;type;['m', 'a', 'n', 'o'];1.2087798;1.2887896;1.4325976;1.6565985;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1809.596433
377;goma;gomna;;0;;;;;;;type;['g', 'o', 'm', 'n', 'a'];0.9604172;1.0724262;1.2644066;1.280411;1.3602356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1814.180629
378;goma;goma;;0;;;;;;;type;['g', 'o', 'm', 'a'];1.0136706;1.1896716;1.4136737;1.8936469;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1818.799362
379;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1823.473706
380;aguja;aguja;;0;;;;;;;type;['a', 'g', 'u', 'j', 'a'];1.233549;1.601556;2.0015136;2.2100258;2.3542793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1828.099012
381;aguja;aguja;;0;;;;;;;type;['a', 'g', 'u', 'j', 'a'];0.8770213;1.3410462;1.5816638;1.7736406;1.8856431;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1832.759511
382;guante;guna;;1;;;;;;;type;['g', 'u', 'n', 'a', 't', 'e', 'backspace', 'backspace', 'backspace', 'a'];1.0955874;1.271577;1.4475741;1.4635796;1.751559;1.7835573;2.2795632;2.4235627;2.6799026;2.8233586;NA;NA;NA;NA;NA;filler;1;repeat;1837.357318
383;espejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1841.989823
384;goma;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1846.678124
385;regalo;regalo;;0;;;;;;;type;['r', 'e', 'g', 'a', 'l', 'o'];1.052627;1.2123981;1.4363994;1.5803969;1.7567821;1.9487448;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1851.35221
386;regalo;regalo;;0;;;;;;;type;['r', 'e', 'g', 'a', 'l', 'o'];0.9347809;1.0947744;1.3672271;1.5272144;1.6713054;1.8472974;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1855.997706
387;pierna;pierna;;0;;;;;;;type;['p', 'i', 'e', 'r', 'n', 'a'];0.9884271;1.2447924;1.3718732;1.5643468;1.7403464;1.8203494;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1860.728542
388;pierna;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1865.354408
389;conejo;coneko;;0;;;;;;;type;['c', 'o', 'n', 'e', 'k', 'o'];1.1699887;1.3459827;1.5862291;1.9385891;2.0826574;2.2905874;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1869.986555
390;camisa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1874.597364
391;camisa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1879.341916
392;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1883.932822
